	sample_Neptune_Urine_33-10_fastq	sample_Neptune_Urine_33-11_fastq	sample_Neptune_Urine_33-12_fastq	sample_Neptune_Urine_33-13_fastq	sample_Neptune_Urine_33-14_fastq	sample_Neptune_Urine_33-15_fastq	sample_Neptune_Urine_33-17_fastq	sample_Neptune_Urine_33-18_fastq	sample_Neptune_Urine_33-19_fastq	sample_Neptune_Urine_33-1_fastq	sample_Neptune_Urine_33-20_fastq	sample_Neptune_Urine_33-21_fastq	sample_Neptune_Urine_33-22_fastq	sample_Neptune_Urine_33-23_fastq	sample_Neptune_Urine_33-24_fastq	sample_Neptune_Urine_33-2_fastq	sample_Neptune_Urine_33-3_fastq	sample_Neptune_Urine_33-4_fastq	sample_Neptune_Urine_33-5_fastq	sample_Neptune_Urine_33-6_fastq	sample_Neptune_Urine_33-7_fastq	sample_Neptune_Urine_33-8_fastq	sample_Neptune_Urine_33-9_fastq	sample_Neptune_Urine_35-10_fastq	sample_Neptune_Urine_35-11_fastq	sample_Neptune_Urine_35-12_fastq	sample_Neptune_Urine_35-13_fastq	sample_Neptune_Urine_35-15_fastq	sample_Neptune_Urine_35-16_fastq	sample_Neptune_Urine_35-17_fastq	sample_Neptune_Urine_35-18_fastq	sample_Neptune_Urine_35-19_fastq	sample_Neptune_Urine_35-1_fastq	sample_Neptune_Urine_35-20_fastq	sample_Neptune_Urine_35-21_fastq	sample_Neptune_Urine_35-22_fastq	sample_Neptune_Urine_35-23_fastq	sample_Neptune_Urine_35-24_fastq	sample_Neptune_Urine_35-2_fastq	sample_Neptune_Urine_35-3_fastq	sample_Neptune_Urine_35-4_fastq	sample_Neptune_Urine_35-5_fastq	sample_Neptune_Urine_35-6_fastq	sample_Neptune_Urine_35-7_fastq	sample_Neptune_Urine_35-8_fastq	sample_Neptune_Urine_35-9_fastq	sample_Neptune_Urine_36-10_fastq	sample_Neptune_Urine_36-11_fastq	sample_Neptune_Urine_36-12_fastq	sample_Neptune_Urine_36-14_fastq	sample_Neptune_Urine_36-16_fastq	sample_Neptune_Urine_36-17_fastq	sample_Neptune_Urine_36-18_fastq	sample_Neptune_Urine_36-19_fastq	sample_Neptune_Urine_36-1_fastq	sample_Neptune_Urine_36-20_fastq	sample_Neptune_Urine_36-21_fastq	sample_Neptune_Urine_36-22_fastq	sample_Neptune_Urine_36-23_fastq	sample_Neptune_Urine_36-24_fastq	sample_Neptune_Urine_36-2_fastq	sample_Neptune_Urine_36-3_fastq	sample_Neptune_Urine_36-4_fastq	sample_Neptune_Urine_36-5_fastq	sample_Neptune_Urine_36-6_fastq	sample_Neptune_Urine_36-7_fastq	sample_Neptune_Urine_36-8_fastq	sample_Neptune_Urine_36-9_fastq	sample_Neptune_Urine_37-10_fastq	sample_Neptune_Urine_37-11_fastq	sample_Neptune_Urine_37-1_fastq	sample_Neptune_Urine_37-2_fastq	sample_Neptune_Urine_37-3_fastq	sample_Neptune_Urine_37-4_fastq	sample_Neptune_Urine_37-5_fastq	sample_Neptune_Urine_37-6_fastq	sample_Neptune_Urine_37-7_fastq	sample_Neptune_Urine_37-8_fastq	sample_Neptune_Urine_37-9_fastq
hsa-miR-26b-5p	0	0	0	22087.6380477378	0	4301.0752688172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21599.5329830706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30c-5p	0	0	0	17456.3591022444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5253.94045534151	0	0	0	0	0	0	0	0	0	0	0	0	0	10909.0909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13544.0180586907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1175.77895355673	0
hsa-miR-30e-5p	0	0	0	16387.6024225151	0	0	0	0	0	0	0	0	0	0	0	0	0	11111.1111111111	0	0	0	0	0	0	0	0	28021.0157618214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2257.33634311512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7g-5p	0	0	0	14606.3412896331	0	1075.2688172043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7589.02510215995	0	0	0	2931.32328308208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30d-5p	0	0	0	14250.0890630566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21599.5329830706	0	0	0	0	0	0	0	0	0	0	0	0	0	21818.1818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9029.3453724605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30b-5p	0	0	0	12231.3264457903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7005.25394045534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4514.67268623025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29b-3p	0	0	0	10331.3145707161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11091.6520723876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125b-5p	0	0	0	9618.81011756323	0	0	0	1687.76371308017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5253.94045534151	0	0	0	1675.0418760469	0	0	0	0	0	0	0	0	0	3636.36363636364	0	0	0	0	0	0	0	0	0	0	0	468.055230517201	0	0	0	0	0	0	0	0	0	2257.33634311512	0	0	0	0	0	0	0	0	0	0	7299.2700729927	0	0	0	0	0
hsa-miR-29c-3p	0	0	0	9262.55789098682	0	6451.61290322581	0	87763.7130801688	0	0	0	0	0	0	0	0	0	0	0	0	0	5167.95865633075	0	0	0	0	9924.1097489784	0	0	0	129815.745393635	0	0	0	0	0	0	0	0	0	3636.36363636364	0	0	0	0	0	0	0	0	0	0	0	165457.523987831	0	0	0	0	0	0	0	0	0	2257.33634311512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7i-5p	0	0	0	8550.05343783399	0	1075.2688172043	0	27004.2194092827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21599.5329830706	0	0	0	10887.7721943049	0	0	0	0	0	0	0	0	0	3636.36363636364	0	0	0	0	0	0	0	0	0	0	0	12403.4636087058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-191-5p	0	0	0	8550.05343783399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2918.85580852306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-92a-3p	0	0	0	8193.80121125757	0	1075.2688172043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25685.9311150029	0	0	0	0	0	0	0	0	0	0	0	0	0	7272.72727272727	0	0	0	0	0	0	0	0	0	0	0	1638.1933068102	0	0	0	0	0	0	0	0	0	2257.33634311512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-375	0	0	0	8193.80121125757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18181.8181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2257.33634311512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-100-5p	0	0	0	8193.80121125757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17805.0204319907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125a-5p	0	0	0	7837.54898468115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10507.880910683	0	0	0	0	0	0	0	0	0	0	0	0	0	3636.36363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2257.33634311512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-186-5p	0	0	0	7481.29675810474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4670.16929363689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29a-3p	0	0	0	6056.28785179907	0	2150.5376344086	0	154430.379746835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11675.4232340922	19607.8431372549	0	0	190117.252931323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188626.257898432	0	0	0	0	0	0	0	0	0	0	0	0	0	688.231245698555	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-192-5p	0	0	0	4631.27894549341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167.54232340922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135a-5p	0	0	0	3918.77449234058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.771161704612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190a-5p	0	0	0	3918.77449234058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1751.31348511384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7d-5p	0	0	0	3562.52226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.771161704612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-187-3p	0	0	0	3562.52226576416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-204-5p	0	0	0	3206.27003918774	0	0	0	0	0	0	0	0	0	0	0	0	0	11111.1111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7272.72727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6772.00902934537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-151a-3p	0	0	0	2850.01781261133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.027615258601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-98-5p	0	0	0	2493.76558603491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583.771161704612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.027615258601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1307-5p	0	0	0	2493.76558603491	0	0	0	2531.64556962025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9924.1097489784	0	0	0	6700.16750418761	0	0	0	0	0	0	0	0	0	7272.72727272727	0	0	0	0	0	0	0	0	0	0	0	2808.33138310321	0	0	0	0	0	0	0	0	0	2257.33634311512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7e-5p	0	0	0	2493.76558603491	0	1075.2688172043	0	8438.81856540084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5025.1256281407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3978.46945939621	0	0	0	0	0	0	0	0	0	2257.33634311512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374a-5p	0	0	0	2493.76558603491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4962.0548744892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-363-3p	0	0	0	2137.5133594585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2335.08464681845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34a-5p	0	0	0	2137.5133594585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167.54232340922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-451a	0	0	0	1781.26113288208	0	0	0	0	0	0	0	0	0	0	0	0	58737.1512481645	0	0	0	0	2583.97932816537	0	0	0	0	65966.1412726211	0	0	7800.3120124805	0	0	0	0	0	0	14598.5401459854	0	0	0	0	18604.6511627907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619.450753665084	0	0	0	2257.33634311512	0	0	10518.4072126221	0	0	0	0	0	0	0	0	0	0	0	587.889476778366	0
hsa-miR-181b-5p	0	0	0	1425.00890630566	0	3225.8064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2335.08464681845	0	0	0	837.520938023451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702.082845775802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-455-5p	0	0	0	1425.00890630566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-127-3p	0	0	0	1425.00890630566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200b-3p	0	0	0	1425.00890630566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196b-5p	0	0	0	1425.00890630566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.327388793191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-22-3p	0	0	0	1425.00890630566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4086.39813193228	0	0	0	0	0	0	0	0	0	0	0	0	0	3636.36363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-21-3p	0	0	0	1068.75667972925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30a-3p	0	0	0	1068.75667972925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3636.36363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-324-3p	0	0	0	1068.75667972925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200c-3p	0	0	0	1068.75667972925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-221-3p	0	0	0	1068.75667972925	0	2150.5376344086	0	28691.9831223629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19607.8431372549	0	0	25125.6281407035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8190.96653405102	0	0	1482.94611962432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-423-3p	0	0	0	712.504453152832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1180-3p	0	0	0	712.504453152832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196a-5p	0	0	0	712.504453152832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
