	sample_FHS_1020_CVD_BC_12_fastq	sample_FHS_1066_No_CVD_BC_11_fastq	sample_FHS_1095_No_CVD_BC_13_fastq	sample_FHS_1120_No_CVD_BC_01_fastq	sample_FHS_1579_CVD_BC_10_fastq	sample_FHS_1610_CVD_BC_04_fastq	sample_FHS_172_CVD_BC_14_fastq	sample_FHS_216_N0_CVD_BC_03_fastq	sample_FHS_21_No_CVD_BC_01_fastq	sample_FHS_2303_No_CVD_BC_07_fastq	sample_FHS_2616_No_CVD_BC_05_fastq	sample_FHS_2768_CVD_BC_02_fastq	sample_FHS_2918_No_CVD_BC01_fastq	sample_FHS_2938_CVD_BC_04_fastq	sample_FHS_3132_N0_CVD_BC_05_fastq	sample_FHS_3170_No_CVD_BC_07_fastq	sample_FHS_320_No_CVD_BC_07_fastq	sample_FHS_3392_CVD_BC_02_fastq	sample_FHS_3464_No_CVD_BC_03_fastq	sample_FHS_3713_CVD_BC_06_fastq	sample_FHS_4043_CVD_BC_04_fastq	sample_FHS_4820_No_CVD_BC_13_fastq	sample_FHS_4912_CVD_BC_02_fastq	sample_FHS_500_No_CVD_BC_09_fastq	sample_FHS_5237_CVD_BC_06_fastq	sample_FHS_543_CVD_BC_16_fastq	sample_FHS_590_N0_CVD_BC_15_fastq	sample_FHS_6077_No_CVD_BC_09_fastq	sample_FHS_6136_CVD_BC_08_fastq	sample_FHS_6355_CVD_BC_08_fastq	sample_FHS_6684_CVD_BC_16_fastq	sample_FHS_6758_CVD_BC_14_fastq	sample_FHS_676_CVD_BC_06_fastq	sample_FHS_6926_No_CVD_BC_03_fastq	sample_FHS_7138_CVD_BC_12_fastq	sample_FHS_7226_No_CVD_BC_15_fastq	sample_FHS_728_CVD_BC_08_fastq	sample_FHS_7326_No_CVD_BC_11_fastq
hsa_piR_012753|gb|DQ587269|Homo_sapiens:2:232029453:232029478:Minus	4.95512310177492	0	0	0	24.3789463419391	4.6466415004563	0	1.89063317304965	0	0	0	1.52702645955098	0.856950900141226	0	0	0	3.49118940167996	0	0	5.51982998923633	0	0	0	0	0	0	0	0.691703569052076	0	6.24675949351274	0	4.13272664906125	0.914932336179078	9.72582888376662	0	1.64241908622372	0	0
hsa_piR_019168|gb|DQ596311|Homo_sapiens:14:100479543:100479573:Plus	4.95512310177492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000524|gb|DQ570645|Homo_sapiens:17:17018005:17018031:Plus	3.30341540118328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000284|gb|DQ570332|Homo_sapiens:9:100068254:100068282:Minus	3.30341540118328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7420039208314
hsa_piR_015096|gb|DQ590638|Homo_sapiens:14:100844426:100844453:Plus	3.30341540118328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002158|gb|DQ572892|Homo_sapiens:16:70349813:70349841:Minus	3.30341540118328	0	0	0	0	0	0	0	0	0	0	0	0.856950900141226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020008|gb|DQ597482|Homo_sapiens:11:10487020:10487050:Minus	3.30341540118328	3.21384266311858	0	0	0	0	2.78361563835266	3.15105528841609	0	0	0	1.52702645955098	1.71390180028245	0	0	0	4.65491920223995	0	0	0	4.6925224654513	0	0	0	16.3359543464529	0	0	4.84192498336453	5.2822016216359	1.24935189870255	0	0	1.82986467235816	0	8.17251637227447	0	0	0
hsa_piR_001346|gb|DQ571858|Homo_sapiens:17:24073766:24073794:Plus	3.30341540118328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014627|gb|DQ590021|Homo_sapiens:11:101386436:101386464:Minus	1.65170770059164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64110081081795	0	0	0	0	0	0	0	0	0
hsa_piR_020831|gb|DQ598680|Homo_sapiens:5:102363629:102363658:Minus	1.65170770059164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015267|gb|DQ590853|Homo_sapiens:13:109499773:109499799:Minus	1.65170770059164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014628|gb|DQ590022|Homo_sapiens:9:100038539:100038569:Plus	1.65170770059164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64110081081795	0	0	0	0	0	0	0	0	0
hsa_piR_015836|gb|DQ591644|Homo_sapiens:9:83799357:83799386:Plus	1.65170770059164	0	5.18654713404372	0	0	0	0	1.89063317304965	3.96993961721842	3.72718496900846	0	2.29053968932647	0	56.8140314425083	0	0	3.49118940167996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021057|gb|DQ598951|Homo_sapiens:9:134884780:134884806:Plus	1.65170770059164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0396599784727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014620|gb|DQ590013|Homo_sapiens:5:93930930:93930956:Minus	0	28.9245839680673	5.18654713404372	0	0	0	0	0.630211057683218	0	0	0	1.52702645955098	2.57085270042368	24.3488706182178	0	0	1.16372980055999	10.3112980893165	0	0	4.6925224654513	0	0	0	0	0	0	0.691703569052076	0	1.24935189870255	11.2097883872197	0	0.914932336179078	0	0	0	77.820545821336	0
hsa_piR_000586|gb|DQ570728|Homo_sapiens:5:137924634:137924661:Minus	0	6.42768532623717	0	0	0	1.85865660018252	0	0.630211057683218	0	0	0	0	0	0	0	0	3.49118940167996	0	0	0	0	0	0	0	0	0	0	0	0	8.74546329091784	0	8.2654532981225	0	0	2.72417212409149	0	0	0
hsa_piR_004153|gb|DQ575660|Homo_sapiens:3:156861576:156861607:Plus	0	3.21384266311858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3112980893165	0	0	0	0	0	3.80778310867413	0	0	0	0.691703569052076	0	0	0	0	0	0	0	0	0	0
hsa_piR_004829|gb|DQ576645|Homo_sapiens:3:38154859:38154884:Minus	0	3.21384266311858	0	0	0	0	0	0	0	0	6.04737513682186	0	0.856950900141226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64241908622372	0	0
hsa_piR_001168|gb|DQ571524|Homo_sapiens:2:117497628:117497655:Plus	0	3.21384266311858	0	0	0	0	0	1.26042211536644	0	0	0	0	0	0	0	19.6305529926778	0	0	0	0	0	0	0	0	10.8906362309686	0	0	1.38340713810415	0	0	0	0	0	0	0	0	0	0
hsa_piR_001205|gb|DQ571589|Homo_sapiens:11:8662350:8662381:Plus	0	0	5.18654713404372	5.44028202422014	0	0	0	3.15105528841609	0	0	0	0	2.57085270042368	0	0	0	5.81864900279993	10.3112980893165	0	0	0	0	0	7.61556621734826	0	0	5.60959465069054	1.38340713810415	0	2.4987037974051	2.80244709680493	0	0.914932336179078	0	2.72417212409149	0	0	0
hsa_piR_013186|gb|DQ587876|Homo_sapiens:2:100316599:100316627:Minus	0	0	3.88991035053279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44531811548431	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013185|gb|DQ587875|Homo_sapiens:Y:13791438:13791465:Plus	0	0	3.88991035053279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44531811548431	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_019851|gb|DQ597257|Homo_sapiens:16:33146063:33146094:Minus	0	0	2.59327356702186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020497|gb|DQ598177|Homo_sapiens:6:28939482:28939513:Minus	0	0	2.59327356702186	0	0	0	5.56723127670531	1.89063317304965	0	0	6.04737513682186	1.52702645955098	0	0	9.32740110622977	0	1.16372980055999	0	0	0	4.6925224654513	0	0	0	0	16.5105048086845	0	2.7668142762083	5.2822016216359	2.4987037974051	0	4.13272664906125	0	0	2.72417212409149	3.28483817244743	5.98619583241046	10.7420039208314
hsa_piR_015692|gb|DQ591445|Homo_sapiens:10:104955227:104955255:Plus	0	0	2.59327356702186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009873|gb|DQ583292|Homo_sapiens:6:111708525:111708553:Plus	0	0	2.59327356702186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_019091|gb|DQ596211|Homo_sapiens:14:22840554:22840580:Minus	0	0	2.59327356702186	0	0	0.92932830009126	0	0	0	0	0	0	0	8.11629020607261	4.66370055311489	0	0	3.43709936310549	0	49.678469903127	0	59.2743902717047	0	0	0	0	0	0.691703569052076	0	1.24935189870255	2.80244709680493	0	0	0	0	0	5.98619583241046	0
hsa_piR_004081|gb|DQ575564|Homo_sapiens:14:101276395:101276424:Plus	0	0	0	5.44028202422014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13272664906125	0	0	0	0	0	0
hsa_piR_001104|gb|DQ571422|Homo_sapiens:X:100021425:100021452:Minus	0	0	0	5.44028202422014	0	0	0	0	11.9098188516553	0	0	0	1.71390180028245	0	0	0	0	0	0	0	0	9.11913696487764	0	0	0	0	0	0	0	0	0	8.2654532981225	0.914932336179078	0	0	0	0	0
hsa_piR_005541|gb|DQ577614|Homo_sapiens:11:123768615:123768644:Minus	0	0	0	5.44028202422014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018246|gb|DQ595128|Homo_sapiens:13:100496607:100496634:Plus	0	0	0	0	12.1894731709696	0	0	0	0	0	0	0	0	0	0	0	0	6.87419872621098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021065|gb|DQ598960|Homo_sapiens:X:100011582:100011611:Minus	0	0	0	0	8.12631544731303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55956848243882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009011|gb|DQ582213|Homo_sapiens:13:100528658:100528688:Plus	0	0	0	0	4.06315772365652	0	0	0	0	0	0	0	0	8.11629020607261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009362|gb|DQ582657|Homo_sapiens:12:117998026:117998054:Minus	0	0	0	0	4.06315772365652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015951|gb|DQ591787|Homo_sapiens:1:100062281:100062309:Plus	0	0	0	0	2.03157886182826	0	5.56723127670531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009630|gb|DQ582992|Homo_sapiens:9:83726717:83726748:Minus	0	0	0	0	2.03157886182826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006435|gb|DQ578795|Homo_sapiens:9:83726716:83726744:Minus	0	0	0	0	2.03157886182826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006245|gb|DQ578550|Homo_sapiens:1:100062274:100062301:Plus	0	0	0	0	2.03157886182826	0	0	0	0	3.72718496900846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001042|gb|DQ571335|Homo_sapiens:11:93104320:93104349:Minus	0	0	0	0	0	3.71731320036504	0	0	0	0	0	0	3.4278036005649	0	4.66370055311489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13272664906125	0	0	0	1.64241908622372	0	0
hsa_piR_020391|gb|DQ598016|Homo_sapiens:8:122897053:122897079:Plus	0	0	0	0	0	2.78798490027378	5.56723127670531	3.15105528841609	0	0	0	2.29053968932647	8.56950900141226	0	9.32740110622977	0	2.32745960111997	0	0	16.559489967709	0	0	0	7.61556621734826	0	0	0	3.45851784526038	5.2822016216359	6.24675949351274	0	0	0.914932336179078	0	0	0	5.98619583241046	0
hsa_piR_014587|gb|DQ589977|Homo_sapiens:17:77093925:77093953:Minus	0	0	0	0	0	1.85865660018252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001101|gb|DQ571419|Homo_sapiens:1:45016687:45016714:Plus	0	0	0	0	0	1.85865660018252	0	0	0	0	6.04737513682186	0	0.856950900141226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.691703569052076	0	3.74805569610764	0	8.2654532981225	0	0	0	0	0	0
hsa_piR_022525|gb|DQ600817|Homo_sapiens:6:40455328:40455355:Plus	0	0	0	0	0	0.92932830009126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020345|gb|DQ597945|Homo_sapiens:19:53102826:53102852:Plus	0	0	0	0	0	0.92932830009126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_019825|gb|DQ597218|Homo_sapiens:1:227740227:227740256:Plus	0	0	0	0	0	0.92932830009126	0	0	0	0	0	0	1.71390180028245	0	0	0	1.16372980055999	0	0	0	0	0	0	0	0	0	0	0	0	4.99740759481019	0	0	1.82986467235816	0	0	0	0	0
hsa_piR_002897|gb|DQ573893|Homo_sapiens:4:103867446:103867471:Plus	0	0	0	0	0	0.92932830009126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001498|gb|DQ572051|Homo_sapiens:10:101570648:101570675:Plus	0	0	0	0	0	0.92932830009126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011421|gb|DQ585429|Homo_sapiens:2:111159523:111159552:Plus	0	0	0	0	0	0.92932830009126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001544|gb|DQ572104|Homo_sapiens:12:124170257:124170282:Plus	0	0	0	0	0	0.92932830009126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_019611|gb|DQ596912|Homo_sapiens:13:72370465:72370491:Minus	0	0	0	0	0	0.92932830009126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003728|gb|DQ575064|Homo_sapiens:14:20935370:20935400:Minus	0	0	0	0	0	0.92932830009126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86291444188331	0	0	0	0
hsa_piR_006138|gb|DQ578420|Homo_sapiens:13:106433423:106433450:Plus	0	0	0	0	0	0	11.1344625534106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003669|gb|DQ574987|Homo_sapiens:3:100040188:100040216:Minus	0	0	0	0	0	0	8.35084691505797	0	3.96993961721842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008560|gb|DQ581618|Homo_sapiens:6:100484009:100484037:Plus	0	0	0	0	0	0	2.78361563835266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001708|gb|DQ572307|Homo_sapiens:2:130542872:130542901:Minus	0	0	0	0	0	0	2.78361563835266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006616|gb|DQ579052|Homo_sapiens:13:112456286:112456317:Plus	0	0	0	0	0	0	2.78361563835266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003885|gb|DQ575285|Homo_sapiens:X:125632792:125632817:Minus	0	0	0	0	0	0	2.78361563835266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016273|gb|DQ592185|Homo_sapiens:5:100064913:100064941:Minus	0	0	0	0	0	0	2.78361563835266	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6925224654513	0	0	0	0	0	0	0	0	0	0	4.13272664906125	0	9.72582888376662	0	0	0	10.7420039208314
hsa_piR_003894|gb|DQ575296|Homo_sapiens:3:100040036:100040061:Minus	0	0	0	0	0	0	2.78361563835266	0	0	0	0	0	0.856950900141226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000578|gb|DQ570720|Homo_sapiens:3:120837245:120837270:Minus	0	0	0	0	0	0	0	5.04168846146574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020365|gb|DQ597975|Homo_sapiens:11:108979133:108979162:Plus	0	0	0	0	0	0	0	4.41147740378253	0	0	0	9.92567198708136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74546329091784	0	0	0	0	0	0	17.9585874972314	0
hsa_piR_002979|gb|DQ574005|Homo_sapiens:15:32470392:32470417:Minus	0	0	0	0	0	0	0	3.15105528841609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
